LabVIEW Measurement						
Writer_Version	2					
Reader_Version	2					
Separator	Tab					
Decimal_Separator	.					
Multi_Headings	No					
X_Columns	No					
Time_Pref	Relative					
Operator	Lab					
Date	2019/09/27					
Time	14:50:03.3754382133483886719					
***End_of_Header***						
						
Channels	5					
Samples	1	1	1	1	1	
Date	2019/09/27	2019/09/27	2019/09/27	2019/09/27	2019/09/27	
Time	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	
X_Dimension	Time	Time	Time	Time	Time	
X0	0	0	0	0	0	
Delta_X	1	1	1	1	1	
***End_of_Header***						
X_Value	Time (s)	Tank A Level	Tank B Level	Volts to Valve	Setpoint Level	Comment
	47.8	-0.452964	5.210024	1.789976	7	
	47.9	-0.453268	5.21272	1.78728	7	
	48	-0.453131	5.210877	1.789123	7	
	48.1	-0.452846	5.213781	1.786219	7	
	48.2	-0.452777	5.2168	1.7832	7	
	48.3	-0.453052	5.217778	1.782222	7	
	48.4	-0.452472	5.216436	1.783564	7	
	48.5	-0.452394	5.217435	1.782565	7	
	48.6	-0.452954	5.219621	1.780379	7	
	48.7	-0.45259	5.222192	1.777808	7	
	48.8	-0.452826	5.221973	1.778027	7	
	48.9	-0.452718	5.221828	1.778172	7	
	49	-0.452895	5.219652	1.780348	7	
	49.1	-0.452885	5.224305	1.775695	7	
	49.2	-0.452423	5.224492	1.775508	7	
	49.3	-0.452492	5.225804	1.774196	7	
	49.4	-0.452649	5.225981	1.774019	7	
	49.5	-0.452826	5.22773	1.77227	7	
	49.6	-0.45317	5.228593	1.771407	7	
	49.7	-0.453052	5.228708	1.771292	7	
	49.8	-0.452846	5.229749	1.770251	7	
	49.9	-0.452806	5.231237	1.768763	7	
	50	-0.452767	5.231383	1.768617	7	
	50.1	-0.452915	5.231154	1.768846	7	
	50.2	-0.452689	5.22927	1.77073	7	
	50.3	-0.452836	5.231144	1.768856	7	
	50.4	-0.453308	5.235776	1.764224	7	
	50.5	-0.452983	5.233777	1.766223	7	
	50.6	-0.452964	5.235807	1.764193	7	
	50.7	-0.452905	5.236785	1.763215	7	
	50.8	-0.452777	5.236671	1.763329	7	
	50.9	-0.452482	5.237191	1.762809	7	
	51	-0.452325	5.237077	1.762923	7	
	51.1	-0.452571	5.237639	1.762361	7	
	51.2	-0.452266	5.238003	1.761997	7	
	51.3	-0.451981	5.238534	1.761466	7	
	51.4	-0.452178	5.239086	1.760914	7	
	51.5	-0.452148	5.241876	1.758124	7	
	51.6	-0.452246	5.241865	1.758135	7	
	51.7	-0.452099	5.2425	1.7575	7	
	51.8	-0.452522	5.241542	1.758458	7	
